,Категория,Название,Автор,ID,Превью,Изображение,Оценка,Цена,Цена (старая),В наличии,Описание,Число отзывов,Число оценок,ISBN,Издательство,Серия,Обложка,Формат,Количество страниц,Год издания,Язык,Раздел,Направление,Страна-производитель,"Вес, г",Возрастные ограничения,Жанр,Герои,Эпоха,Возраст,Иллюстратор,Тип,Вид бумаги,Материал,"Размер, см",Пол,Назначение,Тематика,Упаковка,Рисунок,Иллюстрации
1397, Книги; Художественная литература; Детективы,Этюд в багровых тонах,Артур Конан Дойл,529736,https://www.respublica.ru/items/389823/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/d0/aq/large_917be2759e37666a.jpg,,990,,True,"Первая книга серии ""БИСС"" Артура Конана Дойла. В издании — детективная повесть ""Этюд в багровых тонах"", открывающая цикл произведений о знаменитом сыщике Шерлоке Холмсе и его компаньоне докторе Ватсоне. Чёрно-белые иллюстрации были созданы Рихардом Гутшмидтом в 1902 году, и именно его работы признаны классическими. Повесть также дополнена цветными иллюстрациями Наталии Михальчук, они нарисованы специально для этого издания.",,,978-5-00108-619-2,Издательский дом Мещерякова,БИСС Артура Конан Дойла,Твердая,"21,5 х 15,5",176,2020,Русский,Зарубежные,Приключенческие,Россия,,,,,,,,,,,,,,,,,
1398, Книги; Художественная литература; Детективы,Собака Баскервилей,Артур Конан Дойл,529732,,https://www.respublica.ru/uploads/01/00/00/d0/ap/large_2bc16f65ddffdb65.jpg,,690,,False,"Пятая книга о Шерлоке Холмсе в серии ""БИСС"" Артура Конана Дойла. Впервые отдельной книгой повесть была опубликована в 1902 году. Существует страшная легенда об огромной собаке, живущей на болотах Гримпенской трясины и преследующей род Баскервилей. Сэр Чарльз Баскервиль найден мёртвым недалеко от своего дома, а рядом — следы таинственной собаки. Джеймс Мортимер, врач и друг семейства, обращается за помощью к Шерлоку Холмсу, чтобы установить, что же на самом деле угрожает последнему наследнику поместья Генри Баскервилю. Издание с иллюстрациями Сидни Пейджета и Наталии Михальчук.",,,978-5-00108-623-9,Издательский дом Мещерякова,БИСС Артура Конан Дойла,Твердая,"17 x 21,5",256,2020,Русский,Зарубежные,Приключенческие,Россия,,,,,,,,,,,,,,,,,
1399, Книги; Художественная литература; Детективы,Возвращение Шерлока Холмса,Артур Конан Дойл,529733,,https://www.respublica.ru/uploads/00/00/00/d0/ao/large_97f05c0a2fb0f69a.jpg,,870,,False,"""Возвращение Шерлока Холмса"" — сборник детективных рассказов, написанных Конаном Дойлом уже после того, как главный герой цикла ""погиб"" в Рейхенбахском водопаде. Автор ""воскресил"" знаменитого сыщика, вняв просьбам сотен его поклонников. Есть легенда, что вернуть Шерлока просила сама королева и Дойл, конечно же, не смог ей отказать. Как бы там ни было, читательский мир от этого только выиграл, ведь он получил ещё 13 рассказов о самом блистательном детективе всех времён! И начнём мы с ""Пустого дома""...",,,978-5-00108-612-3,Издательский дом Мещерякова,БИСС Артура Конан Дойла,Твердая,"21,5 х 15,5",448,2020,Русский,Зарубежные,Приключенческие,Россия,,,,,,,,,,,,,,,,,
1400, Книги; Художественная литература; Детективы,Записки о Шерлоке Холмсе,Артур Конан Дойл,529734,https://www.respublica.ru/items/389821/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/d0/an/large_1b885f5e1ef06ac8.jpg,,880,,True,"Сборник из 11 детективных рассказов, впервые опубликованный в 1894 году. Шерлок Холмс и доктор Ватсон продолжают раскрывать преступления. Благородный сыщик открывает тайну своему другу — на протяжении нескольких лет он ""сплетает сеть"" вокруг зловещего профессора Мориарти, главы преступного мира Лондона, настоящего гения, которого сам Шерлок Холмс называет ""достойным противником"". Удача и незаурядный ум не изменяют Холмсу, но лишь до главной схватки с Мориарти на отвесной скале Рейхенбахского водопада… Рассказы сопровождаются чёрно-белыми иллюстрациями Сидни Пейджета и цветными зарисовками Наталии Михальчук, созданными специально для нашего издания.",,,978-5-00108-622-2,Издательский дом Мещерякова,БИСС Артура Конан Дойла,Суперобложка,"21 x 15,5",352,2020,Русский,Зарубежные,Приключенческие,Россия,,,,,,,,,,,,,,,,,
1401, Книги; Художественная литература; Классическая литература,Собака Баскервилей. Долина Страха,Артур Конан Дойл,528765,,https://www.respublica.ru/uploads/00/00/00/cy/5u/large_e48811cf7a7718b1.jpg,,180,,False,"В этот сборник вошли два романа Конан Дойла о приключениях бессмертного тандема с Бейкер-стрит, 221-б, - великого сыщика Шерлока Холмса и его друга и ассистента доктора Уотсона. ""Собака Баскервилей"" - наверное, самое знаменитое из произведений о Шерлоке Холмсе. Вот уже второе столетие все новые поколения читателей с неизменным восторгом и увлечением следят за расследованием дела о жестоком преступлении, изощренно замаскированном под таинственную легенду о демонической собаке, которая преследует древний аристократический род Баскервилей за ужасные деяния одного из его представителей… ""Долина ужаса"" - роман, в нашей стране издававшийся довольно редко. Однако в нем есть особое своеобразие, ведь это едва ли не единственное произведение о Шерлоке Холмсе, написанное на основе реальных событий. Итак, в своем поместье убит некий мистер Дуглас - так считает полиция. Холмс же уверен: жертва - не мистер Дуглас, а человек, собиравшийся с ним расправиться. Но за что? И куда и почему исчез сам хозяин дома?..",,,978-5-17-118888-7,АСТ,Эксклюзивная классика,Мягкая,"11,5 х 18",416,2020,Русский,Зарубежные,,Россия,255,16+,,,,,,,,,,,,,,,
1402, Книги; Художественная литература; Классическая литература,Шерлок Холмс: повести и рассказы,Артур Конан Дойл,527017,,https://www.respublica.ru/uploads/00/00/00/cu/hm/large_4b9b498be621cdec.jpg,,1230,1460,False,"В это подарочное издание вошли самые лучшие и интересные произведения Артура Конан Дойла о Шерлоке Холмсе и докторе Ватсоне - повести ""Этюд в багровых тонах"" и ""Собака Баскервилей"", а также рассказы из сборников разных лет. В послесловии ""Труды и дни сэра Артура Конан Дойла"" приведены факты жизненного пути, а также библиография одного из самых популярных писателей прошлого века. Проиллюстрировал книгу известный петербургский художник, лауреат множества премий Антон Ломаев, ему же принадлежат рисунки на обложке.",,,978-5-6041499-6-6,Лениздат,,Твердая,"15,5 х 24",512,2019,Русский,Зарубежные,,Россия,,,,,,,,,,,,,,,,,
1403, Книги; Художественная литература; Детективы,"Шерлок Холмс, прощай",Артур Конан Дойл,525972,,https://www.respublica.ru/uploads/00/00/00/cs/p6/large_2305e9163ebd4f57.jpg,,200,,False,"Перу английского писателя, публициста и журналиста Артура Конан Дойла принадлежат исторические, приключенческие, фантастические романы и труды по спиритизму, но в мировую литературу он вошел как создатель самого Великого Сыщика всех времен и народов - Шерлока Холмса. Благородный и бесстрашный борец со Злом, обладатель острого ума и необыкновенной наблюдательности, с помощью своего дедуктивного метода сыщик решает самые запутанные головоломки, зачастую спасая этим человеческие жизни. Он гениально перевоплощается, обладает актерским даром и умеет поставить эффектную точку в конце каждого блестяще проведенного им расследования. Неутомимый Шерлок Холмс и его легко увлекающийся друг доктор Ватсон дороги сердцу читателей всего мира.",,,978-5-04-107802-7,Эксмо,Яркие страницы,Твердая,"13,5 х 21",352,2020,Русский,Зарубежные,Приключенческие,Россия,345,16+,,,,,,,,,,,,,,,
1404, Книги; Детские книги; Художественная литература,Затерянный мир,Артур Конан Дойл,523188,https://www.respublica.ru/items/383099/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/cj/tg/large_c67d1d8a126ba93e.jpg,,420,,True,"Автор знаменитых рассказов и романов о Шерлоке Холмсе сэр Артур Конан Дойл писал невероятно интересные произведения в жанре научной фантастики. ""Маракотова бездна"", ""Отравленный пояс"", ""Открытие Рафлза Хоу"" и, конечно же, ""Затерянный мир""! Повесть написана от имени репортера ежедневной лондонской газеты, но главным ее героем является эксцентричный, обладающий бешеным темпераментом и мощным интеллектом профессор Челленджер. Именно он собирает экспедицию в дебри Южной Америки в поисках земли, на которой сохранилась флора и фауна юрского периода. Ужасные твари населяют этот мир – хищные динозавры, человекообезьяны, ядовитые насекомые. Сможет ли человек ХХ века противостоять им? Загадочные и подробные рисунки к повести сделала молодая художница Валерия Неручева. Для среднего школьного возраста.",,,978-5-17-097152-7,АСТ,Любимые писатели — детям,Твердая,"21 x 16,2",336,2019,Русский,Мировые,,Россия,508,12+,,,,12+,,,,,,,,,,,
1405, Книги; Художественная литература; Классическая литература,Настоящий английский детектив,Гилберт Кит Честертон;Чарльз Диккенс;Артур Конан Дойл,523123,https://www.respublica.ru/items/383021/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/cj/vu/large_e9da51037006c96f.jpg,,380,,True,"Настоящие английские джентльмены расследуют настоящие английские преступления - классика детективного жанра. Занимательные истории с увлекательным сюжетом, неподражаемым английским юмором и элементами притчи - настоящее удовольствие для любителей детектива. Изощренный ум и безупречная логика непревзойденных мастеров расследований и сыска в захватывающих детективных историях Артура Конан Дойл, Гилберта Кийт Честертона и Чарльза Диккенса.",,,978-5-04-105488-5,Эксмо,БВЛ,Суперобложка,"13,5 х 21",480,2019,Русский,Мировые,,Россия,457,16+,,,,,,,,,,,,,,,
1406, Книги; Художественная литература; Классическая литература,Приключения Шерлока Холмса,Артур Конан Дойл,522082,,https://www.respublica.ru/uploads/00/00/00/ch/h0/large_ab04a87e478fe873.jpg,,230,,False,"Артур Конан Дойл создал самого Великого Сыщика всех времен и народов - Шерлока Холмса. Благородный и бесстрашный борец со Злом, обладатель острого ума и необыкновенной наблюдательности, с помощью своего дедуктивного метода сыщик решает самые запутанные головоломки, зачастую спасая этим человеческие жизни. Он гениально перевоплощается, обладает актерским даром и умеет поставить эффектную точку в конце каждого блестяще проведенного им расследования. Неутомимый Шерлок Холмс и его легко увлекающийся друг доктор Ватсон дороги сердцу читателей всего мира.",,,978-5-04-103620-1,Эксмо,100 главных книг,Мягкая,"11,5 x 18",448,2019,Русский,Зарубежные,,Россия,220,16+,,,,,,,,,,,,,,,
1407, Книги; Художественная литература; Детективы,Приключения Шерлока Холмса. Том 4,Артур Конан Дойл,521162,,https://www.respublica.ru/uploads/01/00/00/cg/1p/large_20781f04ba802847.jpg,,390,,False,"Перу английского писателя, публициста и журналиста Артура Конан Дойла принадлежат исторические, приключенческие, фантастические романы и труды по спиритизму, но в мировую литературу он вошел как создатель самого Великого Сыщика всех времен и народов - Шерлока Холмса. Благородный и бесстрашный борец со Злом, обладатель острого ума и необыкновенной наблюдательности, с помощью своего дедуктивного метода сыщик решает самые запутанные головоломки, зачастую спасая этим человеческие жизни. Он гениально перевоплощается, обладает актерским даром и умеет поставить эффектную точку в конце каждого блестяще проведенного им расследования. Неутомимый Шерлок Холмс и его легко увлекающийся друг доктор Ватсон дороги сердцу читателей всего мира. В четвертый том коллекции вошла повесть ""Собака Баскервилей"" и цикл рассказов ""Его прощальный поклон"".",,,978-5-04-104665-1,Эксмо,Подарочные издания. Коллекция классики,Твердая,"12,5 х 18",448,2019,Русский,Мировые,Приключенческие,Россия,373,16+,,,,,,,,,,,,,,,
1408, Книги; Детские книги; Художественная литература,Собака Баскервилей,Артур Конан Дойл,519228,,https://www.respublica.ru/uploads/01/00/00/cd/ar/large_8426e22d7eab13cf.jpg,,900,,False,"Мастерство и интеллект знаменитого сыщика Шерлока Холмса в очередной раз противостоят коварству хладнокровного злоумышленника. И, как всегда, рядом с Холмсом - верный и незаменимый помощник доктор Уотсон. Загадочная и внезапная смерть сэра Чарльза Баскервиля, владельца крупного состояния, взволновала графство Девоншир - ведь все слышали легенды о страшном проклятии, причинившем немало бед старейшему роду Баскервилей. По семейному преданию, представителей этого рода с давних времён преследует образ ужасной собаки. Следы огромной собаки обнаружены и возле тела сэра Чарльза. Через некоторое время в Англию возвращается наследник Баскервилей - молодой Генри, - и тотчас же вокруг него начинают происходить странные и пугающие события. Неужели и ему суждено трагически погибнуть на болотах Девоншира - или сила логики и ума всё-таки победит проклятие? Книга проиллюстрирована художником Олегом Пахомовым.",,,978-5-4335-0615-2,Нигма,Страна приключений,Твердая,27 х 21,192,2019,Русский,Мировые,,,,,,,,12+,,,,,,,,,,,
1409, Книги; Детские книги; Художественная литература,Возвращение Шерлока Холмса,Артур Конан Дойл,519220,,https://www.respublica.ru/uploads/01/00/00/cd/ax/large_d57014815d1b8aec.jpg,,760,,False,"Артур Конан Дойл — знаменитый английский автор многочисленных детективных и исторических произведений, создатель легендарного литературного героя — Шерлока Холмса. Чудом избежав гибели в смертельной схватке с профессором Мориарти, Шерлок Холмс вновь берётся за дело. Острый ум, удивительная логика и наблюдательность, как всегда, не подводят великого сыщика. Тайный код пляшущих человечков, след велосипедного колеса, чек на имя незнакомца, обрывок телеграммы и даже царапина на столе становятся для Холмса неоспоримыми уликами при раскрытии самых загадочных преступлений. Книга проиллюстрирована художником Олегом Пахомовым.",,,978-5-4335-0703-6,Нигма,Страна приключений,Твердая,"20 х 26,5",320,2019,Русский,Мировые,,,,,,,,12+,Олег Пахомов,,,,,,,,,,
1410, Книги; Детские книги; Художественная литература,Записки о Шерлоке Холмсе,Артур Конан Дойл,519222,,https://www.respublica.ru/uploads/00/00/00/cd/aw/large_be5a21b554a94911.jpg,,1000,,False,"Артур Конан Дойл вошёл в мировую литературу прежде всего как «создатель» знаменитых детективных историй о сыщике Шерлоке Холмсе и докторе Джоне Уотсоне. В сборнике рассказов «Записки о Шерлоке Холмсе» детектив Холмс снова берётся за дело. Он расследует таинственные убийства и похищения, решает самые запутанные дела и находит выход даже в самых безнадёжных ситуациях. В рассказе «Последнее дело Холмса» Шерлок Холмс встречается с самым опасным гением, создателем мощной преступной организации, — профессором Мориарти. Чем же закончится их роковая встреча? Об этом и многих других приключениях знаменитого сыщика и его друга Уотсона читатели узнают, прочитав эту книгу.Книга проиллюстрирована художником Олегом Пахомовым.",,,978-5-4335-0680-0,Нигма,Страна приключений,Твердая,"21 х 26,5",256,2019,Русский,Мировые,,,,,,,,12+,Олег Пахомов,,,,,,,,,,
1411, Книги; Детские книги; Художественная литература,Архив Шерлока Холмса,Артур Конан Дойл,519218,,https://www.respublica.ru/uploads/00/00/00/cd/ay/large_8cbc9fbb8a9a509a.jpg,,1150,,False,"Истории о Шерлоке Холмсе и докторе Джоне Уотсоне являются мировой классикой детективного жанра. Вот уже более ста лет ими зачитываются миллионы читателей во всём мире.В сборник вошли рассказы, в которых описывается последний период деятельности знаменитого сыщика Шерлока Холмса - ""Знатный клиент"", ""Вампир в Суссексе"", ""Три Гарридеба"", ""Загадка Торского моста"", ""Человек на четвереньках"", ""Львиная грива"" и многие другие. В центре внимания великого детектива не только убийства и поиск украденного, но и решение семейных проблем. И как всегда, читателей ждёт интригующая завязка, интересное расследование и непредсказуемый финал. Книга проиллюстрирована художником Олегом Пахомовым.",,,978-5-4335-0693-0,Нигма,Страна приключений,Твердая,"20 х 26,5",256,2019,Русский,Мировые,,,,,,,,12+,Олег Пахомов,,,,,,,,,,
1412, Книги; Художественная литература; Детективы,Этюд в багровых тонах. Знак четырех. Записки о Шерлоке Холмсе,Артур Конан Дойл,515663,https://www.respublica.ru/items/375572/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/c3/pn/large_7a1b5f466aa7b4fe.jpg,,160,,True,"Артур Конан Дойл (1859–1930) – английский писатель, отдавший дань практически всем литературным жанрам, но наиболее известный как автор детективных, историко-приключенческих и фантастических произведений. И, конечно же, как создатель знаменитого тандема – Шерлока Холмса и доктора Уотсона. Книги о гениальном сыщике и его простоватом напарнике переведены практически на все языки мира, Холмс и Уотсон стали героями бесчисленных литературных подражаний, экранизаций и театральных постановок.Прошло уже больше ста лет с того момента, как был напечатан первый рассказ, а читатели всего мира по-прежнему с упоением погружаются в мир интереснейших опасных приключений Шерлока Холмса и его преданного друга, в мир туманных лондонских улиц, зловещих болот и вересковых пустошей. В знаменитой повести ""Этюд в багровых тонах"" – первом произведении ""шерлокианы"" – Шерлок Холмс расследует загадочное убийство в старом доме, в зловещем ""Знаке четырех"" помогает осиротевшей юной особе добиться справедливости, в рассказе ""Серебряный"" – … а впрочем, читайте ""Записки о Шерлоке Холмсе"" и наслаждайтесь!",,,978-5-17-114391-6,АСТ,Эксклюзивная классика,Мягкая,"18 x 11,5",640,2019,Русский,Зарубежные,Приключенческие,Россия,310,16+,,,,,,,,,,,,,,,
1413, Книги; Художественная литература; Детективы,Архив Шерлока Холмса,Артур Конан Дойл,512987,https://www.respublica.ru/items/372855/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/bx/53/large_2def2d0902b7f92f.jpg,,110,,True,"«Архив Шерлока Холмса» (1927) – последний сборник рассказов Артура Конан Дойла о знаменитом детективе с Бейкер-стрит – знакомит читателя с делами, отчеты о которых сохранились в бумагах доктора Ватсона и самого Холмса, но в силу разных причин не были опубликованы по свежим следам описываемых событий. Спасение влюбленной юной особы из лап родовитого негодяя, выяснение природы странных недугов, поразивших отставного солдата с внезапно побелевшим лицом и университетского профессора, который столь же внезапно начал ходить на четвереньках, разгадка жуткого случая вампиризма в семье торговца чаем из Сассекса, проникновение в истинные обстоятельства гибели жены видного американского финансиста и в страшную тайну квартиросъемщицы, чье лицо всегда скрывает густая вуаль, – эти и другие расследования, извлеченные из архива великого сыщика, стали достойным завершением классической «шерлокианы». В исполнении признанных мастеров художественного перевода – Людмилы Бриловой и Сергея Сухарева – рассказы, входящие в сборник (как и весь канон произведений Конан Дойла о Шерлоке Холмсе), обретают новое, единое и полногласное звучание, максимально приближенное к авторским смыслам и интонациям.",,,978-5-389-16041-5,Азбука,Азбука-Классика,Мягкая,"11,5 x 18",320,2019,Русский,Зарубежные,Приключенческие,Россия,,,,,,,,,,,,,,,,,
1414, Книги; Гуманитарные и общественные науки; История,Англо-бурская война 1899-1902,Артур Конан Дойл,486115,https://www.respublica.ru/items/361558/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6s/6h/large_ce4c624657be2781.jpg,,128,190,True,"Англо-бурская война (1899–1902) произвела неизгладимое впечатление на современников. Она была развернута Южно-Африканской Республикой (республикой Трансвааль) и Оранжевым Свободным Государством (Оранжевой республикой) как превентивное действие против Британской империи. Первый период войны ознаменовался блестящими победами вооруженных самым передовым оружием фермеров-буров над регулярными частями имперских войск. На полях сражений винтовки «маузер» и пулеметы «максим» противостояли тактике эпохи Наполеоновских войн, которой продолжали придерживаться европейские армии. Благодаря массированной переброске британских войск в Южную Африку в 1900 году Империи удалось обеспечить себе численный и технический перевес. После того как последняя армия буров была уничтожена, на территории Оранжевой республики и Трансвааля развернулась партизанская война. В конце концов британцы одержали победу, но заплатили за нее гибелью более 20 000 солдат. Артур Конан Дойл был знаком с событиями Англо-бурской войны не понаслышке: он принимал непосредственное участие в военных действиях в качестве хирурга полевого госпиталя. Для создания детальной хроники тех лет гениальный рассказчик использовал множество документальных материалов и уникальных устных свидетельств очевидцев. С момента своего первого выхода в свет в 1900 году по 1908 год эта книга выдержала более 30 переизданий! История трагических, важнейших для мировой истории событий Англо-бурской войны заслуживает внимания всех, кто интересуется военной и политической историей.",,,978-5-389-15566-4,Азбука,Азбука-Классика. Non-Fiction,Мягкая,"11,5 x 18",736,2018,Русский,,Военная история,Россия,,,,,,,,,,,,,,,,,
1415, Книги; Художественная литература; Комиксы и манга,Шерлок Холмс в комиксах. Часть 1,Артур Конан Дойл,481903,https://www.respublica.ru/items/357622/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/6k/9j/large_336f7251872bb25e.jpg,,430,,True,"Автор комиксов Ян Эджинтон и иллюстратор Ян Калбард объединились для создания визуально привлекательной и новой графической адаптации бессмертного шедевра сэра Артура Конан Дойла ""Этюд в багровых тонах"", в котором мир когда-то впервые познакомился с непревзойденным сыщиком Шерлоком Холмсом и его помощником и летописцем доктором Ватсоном.",,,978-5-04-096248-8,Бомбора,Легендарные комиксы по фильмам и сериалам,Твердая,17 х 27,144,2018,Русский,Зарубежные,,Россия,644,18+,Комиксы,Шерлок Холмс,,,,,,,,,,,,,
1416, Книги; Художественная литература; Детективы,Приключения Шерлока Холмса. Возвращение Шерлока Холмса,Артур Конан Дойл,477299,https://www.respublica.ru/items/353013/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/6d/o0/large_f4f97ea3f647eba1.jpg,,170,,True,"Прошло уже больше ста лет с того момента, как был напечатан первый рассказ о Шерлоке Холмсе, а читатели всего мира по-прежнему с упоением погружаются в мир интереснейших опасных приключений, особую прелесть которых составляет твердая уверенность в том, что все закончится хорошо, ведь рассказов-то – несколько дюжин!Итак, два полных авторских сборника – ""Приключения Шерлока Холмса"" и ""Возвращение Шерлока Холмса"". Здесь будут жених, опасающийся мести бывшей возлюбленной, и невеста, брошенная в день венчания; загадочные апельсиновые зернышки и тайный код пляшущих человечков, смертоносный китобойный гарпун и рождественский гусь с сюрпризом… Но главное – главное, что здесь будет, – это удивительная атмосфера старой доброй Англии со всеми ее красками, запахами и звуками. И даже если вы знаете наизусть все истории о знаменитом дуэте, вы все равно не сможете отказать себе в удовольствии в который раз открыть книгу, а вместе с ней – и знакомую дверь на Бейкер-стрит, 221-b.",,,978-5-17-107788-4,АСТ,Эксклюзивная классика,Мягкая,11 х 18,672,2018,Русский,Зарубежные,Криминальные,Россия,325,0+,,,,,,,,,,,,,,,
1417, Книги; Художественная литература; Детективы,Шерлок Холмс при смерти,Артур Конан Дойл,469587,https://www.respublica.ru/items/345281/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/cm/th/large_f095529be4f5c6df.jpg,,130,,True,"В Лондоне происходят загадочные преступления, раскрыть которые способен только гениальный сыщик. Но сыщик неизлечимо болен - ""Шерлок Холмс при смерти"", чем же закончится расследование? В книге - рассказы А. Конан Дойла из разных сборников.",,,978-5-699-92598-8,Эксмо,100 главных книг,Мягкая,"11,5 x 18",384,2017,Русский,Зарубежные,Криминальные,Россия,188,16+,,,,,,,,,,,,,,,
1418, Книги; Художественная литература; Детективы,Этюд в багровых тонах. Долина Страха,Артур Конан Дойл,469095,https://www.respublica.ru/items/344774/download_preview_pdf,https://www.respublica.ru/uploads/00/00/00/61/j4/large_4deb7333d33f25c4.jpg,,230,,True,"Английский врач и писатель сэр Артур Конан Дойл известен всему миру как непревзойденный мастер детективного жанра, автор множества произведений о гениальном сыщике Шерлоке Холмсе и его верном друге докторе Ватсоне. Классические переводы этих рассказов и романов, делавшиеся давно и множеством разных переводчиков, страдают известными недостатками: расхождения, пропуски, откровенные ошибки. Вашему вниманию предлагается романы ""Этюд в багровых тонах"" и ""Долина страха"", с новыми переводами, выполненными Людмилой Бриловой и Сергеем Сухаревым — мастерами, чьи переводы Кадзуо Исигуро и Рэя Брэдбери, Фрэнсиса Скотта Фицджеральда и Чарльза Паллисера, Томаса Де Квинси, Германа Мелвилла и других давно стали классическими.",,,978-5-389-13966-4,Азбука,Азбука-Классика,Мягкая,11 х 18,384,2018,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
1419, Книги; Художественная литература; Фантастика и фэнтези,Маракотова бездна,Артур Конан Дойл,453757,https://www.respublica.ru/items/329299/download_preview_pdf,https://www.respublica.ru/uploads/01/00/00/40/71/large_06c27d305b445bf2.jpg,,190,,True,"В настоящее издание вошли два фантастических романа Артура Конан Дойла: «Маракотова бездна» и «Открытие Рафлза Хоу». «Маракотова бездна» — один из самых известных романов Конан Дойла. Это захватывающая история об экспедиции под руководством профессора Маракота, решившего исследовать дно глубочайшей океанской впадины и обнаружившего там удивительный мир, неведомый ни одному человеку на поверхности земли. В романе «Открытие Рафлза Хоу» рассказана история самого богатого человека в мире, сумевшего раскрыть тайну производства золота и решившего осчастливить все человечество, избавив его от нищеты. Однако влияние золота на человеческое сердце непредсказуемо…",,,978-5-389-12751-7,Азбука,,Мягкая,11 х 18,288,2017,Русский,Зарубежные,Научная ,Россия,,,,,,,,,,,,,,,,,
1420, Книги; Художественная литература; Детективы,Шерлок Холмс при смерти,Артур Конан Дойл,430488,,https://www.respublica.ru/uploads/00/00/00/6f/zo/large_5a1518c55df34413.jpg,,64,130,False,"В Лондоне происходят загадочные преступления, раскрыть которые способен только гениальный сыщик. Но сыщик неизлечимо болен - ""Шерлок Холмс при смерти"", чем же закончится расследование? В книге - рассказы А. Конан Дойла из разных сборников.",,,978-5-699-86986-2,Эксмо,Pocket book,Мягкая,11 х 18,384,2016,Русский,Зарубежные,Криминальные,Россия,,,,,,,,,,,,,,,,,
1421, Детям; Детские книги; Художественная литература,Затерянный мир,Артур Конан Дойл,375507,,https://www.respublica.ru/uploads/00/00/00/1s/s6/large_09979548f7825d0a.jpg,,990,,False,"Большинство читателей знают сэра Артура Конан Дойля как автора детективов и создателя одного из величайших сыщиков всех времен - Шерлока Холмса. В романе ЗАТЕРЯННЫЙ МИР А.Дойл предстает перед нами как писатель-фантаст, рассказывая невероятную историю про динозавров, живущих в джунглях Южной Америки. Отправившись в исследовательскую экспедицию, главные герои и не подозревали, что им придется выживать среди плотоядных аллозавров и летучих птеродактелей и даже вступить в схватку с далекими предками современного человека. Яркие и реалистичные иллюстрации художника Владимира Шевченко взбудоражат воображение читателей и заставят поверить что, может быть, действительно где-то в дебрях Амазонки существует затерянное плато, населенное динозаврами и свирепыми обезьянолюдьми.",,,978-5-4335-0138-6,Нигма,,Твердая,21 х 27,256,2015,Русский,Зарубежные,,,,,Фантастика и фэнтези,,,12+,Владимир Шевченко,,,,,,,,,,
